mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__architecture,param_model__dropout_rate,param_model__epochs,params,split0_test_AVG_PREC,split1_test_AVG_PREC,split2_test_AVG_PREC,split3_test_AVG_PREC,split4_test_AVG_PREC,mean_test_AVG_PREC,std_test_AVG_PREC,rank_test_AVG_PREC,split0_train_AVG_PREC,split1_train_AVG_PREC,split2_train_AVG_PREC,split3_train_AVG_PREC,split4_train_AVG_PREC,mean_train_AVG_PREC,std_train_AVG_PREC,split0_test_AU_PRC,split1_test_AU_PRC,split2_test_AU_PRC,split3_test_AU_PRC,split4_test_AU_PRC,mean_test_AU_PRC,std_test_AU_PRC,rank_test_AU_PRC,split0_train_AU_PRC,split1_train_AU_PRC,split2_train_AU_PRC,split3_train_AU_PRC,split4_train_AU_PRC,mean_train_AU_PRC,std_train_AU_PRC,split0_test_AU_ROC,split1_test_AU_ROC,split2_test_AU_ROC,split3_test_AU_ROC,split4_test_AU_ROC,mean_test_AU_ROC,std_test_AU_ROC,rank_test_AU_ROC,split0_train_AU_ROC,split1_train_AU_ROC,split2_train_AU_ROC,split3_train_AU_ROC,split4_train_AU_ROC,mean_train_AU_ROC,std_train_AU_ROC
171.15860557556152,1.647014749132421,0.8851010799407959,0.04099040771926785,"(100, 80)",0.2,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.2, 'model__epochs': 150}",0.6951371285004612,0.6857370653147264,0.6953075563403749,0.549304476290092,0.6942557907791631,0.6639484892072838,0.057432758077187736,31,0.7962216460997482,0.7930826419176938,0.8104192382107697,0.7896503003640744,0.8203992829322678,0.8019546219049107,0.011617492144830264,0.7018096147793961,0.7026517122261117,0.7270840172936907,0.6080742227204037,0.6992794036336374,0.6877798378764032,0.041104812890942144,47,0.805719430516655,0.8524349672212433,0.8873039841487582,0.87396448143086,0.8301829297357699,0.8499211586106572,0.0294117891220265,0.8533221433372804,0.8115339455017936,0.8469927338512998,0.7988355656091838,0.8771958273806215,0.8375760486894998,0.028584436256600808,56,0.9338953041025114,0.9231781987380135,0.948446807362508,0.9657279895005,0.9668277706521248,0.9476152140711316,0.017223763581011808
176.40793042182926,2.3120269790952874,1.0991439819335938,0.05856472207779855,"(100, 80)",0.4,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.4, 'model__epochs': 150}",0.6466675369834579,0.6631051997826191,0.5997647907797335,0.5280268264593342,0.5557524147410814,0.5986635172423923,0.051554316949227935,45,0.7285057089724034,0.6980895504288811,0.6946224324688755,0.7118419593287878,0.7579850034371554,0.7182089309272206,0.023194009101166976,0.7652148669593055,0.7527146774365879,0.7026274994561944,0.5383332889558547,0.5576969418489733,0.6633177536838101,0.09664053380185612,56,0.8344842175153525,0.8242763994213468,0.8154650287737557,0.7274191727521304,0.7606836286384928,0.7924656894202157,0.04134633309724523,0.8527517069557491,0.8167824266079436,0.7867852456881693,0.7280039676608934,0.7678819674004601,0.7904412166882981,0.042419731375725175,65,0.8995466491812338,0.859647558037578,0.8576365502135438,0.8818728799915914,0.937259068844448,0.8871925412536791,0.02939340970478277
179.95659847259518,0.6641931051341264,1.3814197540283204,0.03796359745773623,"(100, 80)",0.6,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.6, 'model__epochs': 150}",0.1676973955354628,0.3809647047895429,0.4708386256605648,0.3524491933951886,0.2951633992882042,0.33342237444097944,0.10043323566153237,63,0.1982594775352345,0.3585859127157188,0.4935846049429141,0.5698763190322569,0.3734491540892985,0.3987510936630846,0.12706498783189565,0.4727675937307769,0.6387159941006847,0.6852562179570872,0.5849577170339136,0.5507675703087177,0.5864928400751693,0.0730665585181409,61,0.5353271697107148,0.6302202325510464,0.7201689388290518,0.7217185086675455,0.6326752655201369,0.6480220230556989,0.0691214961204092,0.8680305677733777,0.8923863249627781,0.9132805661425408,0.7546129657059202,0.8625193871402478,0.8581660173176988,0.05486000289330212,46,0.891567910312831,0.8845258966548022,0.9242464895895351,0.8483025916885544,0.8955285496067716,0.8888342875704989,0.02436263734776516
183.7520881652832,1.6991430707689494,1.6445418357849122,0.07586180803552955,"(100, 80)",0.8,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.8, 'model__epochs': 150}",0.003456275452219168,0.0025155393244530484,0.0020675673849217253,0.0034963345459755805,0.002188730130941263,0.0027448905837575053,0.00061504784648345,73,0.00387184730743013,0.0026122104800051327,0.002236099394431846,0.004127384107398879,0.002366814765602292,0.003042871210973656,0.000794578043681238,0.4601502496411841,0.4872026074215578,0.4658813733590275,0.4385324962300149,0.4729711931209316,0.4649475968550013,0.016008163250754086,98,0.5019359236537151,0.5013061052400025,0.4976143386868075,0.5020636920536994,0.5011834073828011,0.5008206934034051,0.0016393096599755515,0.9423379673281562,0.9276820104550404,0.9105130666776926,0.9358262148449036,0.9152086919855577,0.9263136243092004,0.012017645281050366,32,0.9534507692797758,0.9306737170706846,0.9185485029400416,0.9561902893125356,0.9234671124554996,0.9364660782117074,0.01549895671432535
186.9251267910004,1.3898961774570713,2.044842576980591,0.07144308168097363,"(100, 40)",0.2,150,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.2, 'model__epochs': 150}",0.7251631306997219,0.7336595523660655,0.7063350800233639,0.5749765205644318,0.5737769665848155,0.6627824493970336,0.07272356740244303,32,0.8411145488950282,0.7963685921600056,0.8050585786077138,0.8140479746507059,0.7296376945210682,0.7972454777669042,0.03698498379533716,0.7249402000542066,0.7657656380687378,0.7401634878757851,0.6690320354447639,0.6648567283630096,0.7129516962088279,0.03978837090693307,30,0.8410835244939011,0.8574007516387575,0.8592950309774424,0.8912722901656464,0.8440832591776257,0.8586269712906747,0.01781549241737026,0.9286236035864618,0.8804953908623523,0.8762627034851127,0.8035994218780979,0.7644368960877999,0.8506837923933938,0.05877602395193041,47,0.991353300255776,0.944385067405238,0.9522024101800014,0.9465463794164944,0.8994198781171344,0.9467814070749287,0.02920600295631987
192.4860849380493,1.4869597219376671,2.2042569160461425,0.06314431028648664,"(100, 40)",0.4,150,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.4, 'model__epochs': 150}",0.65895888961616,0.6148568275231683,0.5177013591677478,0.5180947100272143,0.5130055500693335,0.5645237110214318,0.06075126108234845,49,0.7143729491234229,0.6807036857608559,0.6833929247498408,0.7595717100510218,0.6970829113955268,0.7070248362161337,0.02886271221869693,0.7452289687956597,0.7159353750677544,0.682874912426953,0.6804514660625676,0.558382176724829,0.6765747598356602,0.06369750359614804,53,0.7981574341164984,0.7831150454094374,0.8239883054782012,0.8599425165932519,0.7405977508592573,0.8011602104913292,0.039947309288276486,0.8386747726182612,0.7795014851015708,0.7726952112561203,0.7707949736070723,0.7471716274631159,0.7817677276729251,0.03047349171420981,71,0.8782787608971769,0.8232413125956674,0.8622021392516953,0.8881114736751796,0.8524550687087152,0.8608577510256868,0.022510734653403273
196.7067586421966,1.4295470605875018,2.464699077606201,0.05038656116642693,"(100, 40)",0.6,150,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.6, 'model__epochs': 150}",0.6272806359528609,0.40610214884526397,0.5223885388492631,0.4101716368150111,0.6190360901340796,0.5169959218752886,0.09624229444929217,52,0.6914311002770364,0.3299764422044661,0.5796583618266381,0.5326298746535789,0.7191873692358286,0.5705766296395096,0.138637541282079,0.628015478942505,0.4072544285644005,0.7259119576168054,0.4347752216991001,0.6203850326331171,0.5632683968683514,0.12227691126350786,63,0.6923821644428698,0.334415978926412,0.7821638015097055,0.5599446686926014,0.7213127043667027,0.6180438635876584,0.1593400664480163,0.9638856468480284,0.9911604925439124,0.8775266811412494,0.8095107140195996,0.9272008307451512,0.9138570537844056,0.06459842864622192,37,0.982486162475442,0.985557582677108,0.8939104951232681,0.8506024555850819,0.9455864907099087,0.931628637314162,0.0523020861167763
201.02961640357967,1.6616380092019325,2.732427787780762,0.05234312335885197,"(100, 40)",0.8,150,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.8, 'model__epochs': 150}",0.002558388129676704,0.002444398540246505,0.002291898644128745,0.002577632668628185,0.002857075928046881,0.0025458787042337656,0.00018590972674644864,76,0.002700581014465005,0.002449632125421165,0.0023443283704861397,0.00283480544282645,0.0030437011405869533,0.002674609618757143,0.0002538764827226408,0.4735575000996278,0.5012221992701232,0.4941128441306487,0.4661325883270309,0.48034070659738004,0.4830731667859257,0.012932589455653714,90,0.4995939752357168,0.5012248160627106,0.5011721641852429,0.5014174027214132,0.5015218505702935,0.5009860417550754,0.0007074838928290443,0.926875626818162,0.9261621654681024,0.9200398460198412,0.9178419548410818,0.9348162817665192,0.9251471795394448,0.005949116280985834,33,0.9331525463423036,0.926060586755009,0.9227312805640996,0.9361317030781344,0.9405275819098756,0.9317207397298845,0.006510220346663352
233.05832018852237,1.9846054880920547,3.1847304821014406,0.07616033295252643,"(100, 80, 40)",0.2,150,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.2, 'model__epochs': 150}",0.6720217523054597,0.7071265053252657,0.6417705421787626,0.5745634806694438,0.6942771555020318,0.6579519659768058,0.04722514543946113,34,0.7960336906198002,0.7644257649709632,0.7016947793492905,0.789498352623495,0.7673368517680781,0.7637978878663254,0.033374767266695665,0.67168413280688,0.7065743580136837,0.7381390255844766,0.6007662252171974,0.6954585870111147,0.6825244681408291,0.046131469533695464,52,0.796002552527557,0.7643857286450796,0.7923787720381773,0.8016663720869119,0.7687335052242972,0.7846333861044046,0.015113870480406275,0.9645277903778492,0.9881196899193199,0.7473509804943437,0.6144983721478132,0.9279216885156488,0.8484840830648926,0.14439647716278328,49,0.991316723966902,0.9898499263161248,0.7953983587198971,0.8075348336234189,0.937193424614713,0.9042586534482112,0.08625048854958578
238.7031036376953,1.7102844319503634,3.5394285678863526,0.07754259972734531,"(100, 80, 40)",0.4,150,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.4, 'model__epochs': 150}",0.6853642848750741,0.5830679319596667,0.7565726678718583,0.6674456995247654,0.46344555597906606,0.6311792894437107,0.10042306628807574,39,0.7455230393198058,0.6521359885109566,0.7696698103585495,0.7911130618489743,0.6758695549332552,0.7268622909943083,0.05383892311596111,0.6849084077184966,0.5995295485143534,0.7563818819601524,0.6670859191107673,0.5983209737118146,0.6612453315405423,0.05901406853632987,57,0.7454437961391127,0.6724167049847491,0.7696426403599262,0.7910740980545906,0.7965104942832775,0.7550175467643313,0.04505594014370685,0.9705743027630116,0.6352330037757623,0.9868571591829398,0.9708700815024394,0.6620210032198123,0.8451111519155516,0.16076011357978814,52,0.9911934682666764,0.6853225587780494,0.9898313207517982,0.9953616246864151,0.8035582767010463,0.893053449836797,0.1269849528660597
