,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__architecture,param_model__dropout_rate,param_model__epochs,params,split0_test_AVG_PREC,split1_test_AVG_PREC,split2_test_AVG_PREC,split3_test_AVG_PREC,split4_test_AVG_PREC,mean_test_AVG_PREC,std_test_AVG_PREC,rank_test_AVG_PREC,split0_train_AVG_PREC,split1_train_AVG_PREC,split2_train_AVG_PREC,split3_train_AVG_PREC,split4_train_AVG_PREC,mean_train_AVG_PREC,std_train_AVG_PREC,split0_test_AU_PRC,split1_test_AU_PRC,split2_test_AU_PRC,split3_test_AU_PRC,split4_test_AU_PRC,mean_test_AU_PRC,std_test_AU_PRC,rank_test_AU_PRC,split0_train_AU_PRC,split1_train_AU_PRC,split2_train_AU_PRC,split3_train_AU_PRC,split4_train_AU_PRC,mean_train_AU_PRC,std_train_AU_PRC,split0_test_AU_ROC,split1_test_AU_ROC,split2_test_AU_ROC,split3_test_AU_ROC,split4_test_AU_ROC,mean_test_AU_ROC,std_test_AU_ROC,rank_test_AU_ROC,split0_train_AU_ROC,split1_train_AU_ROC,split2_train_AU_ROC,split3_train_AU_ROC,split4_train_AU_ROC,mean_train_AU_ROC,std_train_AU_ROC
0,149.99967069625853,1.8475699081766146,0.6975044250488281,0.030583096971292842,"(100, 80)",0,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0, 'model__epochs': 150}",0.7032319278196809,0.7606574468452153,0.7517350840570738,0.6198275922371583,0.7397535069855662,0.7150411340040975,0.05146463401695465,12,0.9958804367989673,0.9923744262673494,0.992354443531452,0.9978774681023052,0.9969245371935939,0.9950822623787335,0.0023072757098089613,0.7022474344467236,0.7604592846215164,0.7512506812647355,0.6193394274383573,0.7395015784928396,0.7145597029314261,0.05156270184602832,29,0.9958772505894591,0.9923641209417958,0.9923467200841919,0.9978744622226737,0.9969205019379701,0.9950766111552181,0.0023099279527994975,0.9580780049188415,0.9680051184804321,0.973703658399845,0.9487619221131914,0.9491730665944229,0.9595443597342523,0.009980420034247586,16,0.9999947956461094,0.999995828771751,0.9999944294278929,0.9999990298441835,0.9999984620571389,0.9999965091494151,1.8916659138510764e-06
1,200.33758363723754,1.4767441775820533,0.7516493797302246,0.028691506186485274,"(100, 80)",0,200,"{'model__architecture': (100, 80), 'model__dropout_rate': 0, 'model__epochs': 200}",0.7330943889800565,0.728315562495841,0.746054668306821,0.6984383932743891,0.6852869211866423,0.7182380273937535,0.02268845307631489,8,0.9996943073230378,0.996434156923212,0.9955457196580331,0.9992348441871697,0.9963298086670285,0.9974477673516962,0.0016814046871022094,0.7325187182546212,0.7279527497271072,0.7456751708916252,0.6980112848404306,0.6849921778087585,0.7178300605537529,0.022648094689843627,23,0.999693814270333,0.9964292631702102,0.9955409029582833,0.9992335728007162,0.9963270221365913,0.9974449150672268,0.001683053154513236,0.9682766655737167,0.9820736536011083,0.9756409367389521,0.9605790866828239,0.9630897419828801,0.9699320259143086,0.007962978526081273,9,0.9999998788641766,0.9999982876951561,0.9999971744770692,0.9999997049295674,0.999995734891019,0.9999981561713976,1.5626863539830415e-06
2,171.15860557556152,1.647014749132421,0.8851010799407959,0.04099040771926785,"(100, 80)",0.2,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.2, 'model__epochs': 150}",0.695137128500461,0.6857370653147264,0.6953075563403749,0.549304476290092,0.6942557907791631,0.6639484892072838,0.05743275807718774,31,0.7962216460997482,0.7930826419176938,0.8104192382107697,0.7896503003640744,0.8203992829322678,0.8019546219049107,0.011617492144830264,0.701809614779396,0.7026517122261117,0.7270840172936907,0.6080742227204037,0.6992794036336374,0.6877798378764032,0.041104812890942144,47,0.805719430516655,0.8524349672212433,0.8873039841487582,0.87396448143086,0.8301829297357699,0.8499211586106572,0.0294117891220265,0.8533221433372804,0.8115339455017936,0.8469927338512998,0.7988355656091838,0.8771958273806215,0.8375760486894998,0.028584436256600808,56,0.9338953041025114,0.9231781987380135,0.9484468073625081,0.9657279895004999,0.9668277706521248,0.9476152140711316,0.017223763581011808
3,230.87312951087952,2.455035437499122,1.0061594009399415,0.06150988047515696,"(100, 80)",0.2,200,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.2, 'model__epochs': 200}",0.7124090722692935,0.6786845145803125,0.6903203003248936,0.6690070639637173,0.7046830109070062,0.6910208234266257,0.016008715933268323,21,0.8180594454390726,0.7939888888316978,0.8164052157036771,0.8791915178476285,0.8323760276119603,0.8280042190868073,0.028389189347217642,0.7122691332035501,0.6939701045027481,0.7327308494043993,0.6700002378857663,0.7042856840212216,0.7026512125584734,0.020694941468460553,38,0.8181456427508969,0.8219697817226009,0.888586110397305,0.8822501304110298,0.832332410047718,0.8486568150659102,0.030438380526695934,0.917110429857809,0.8120974851437798,0.8166592082796567,0.8398454240319134,0.8470686098384954,0.8465563401025895,0.03769473339155514,51,0.981405119469084,0.9302960264356622,0.9302466171851437,0.9790927464936804,0.9900030182128648,0.9622087055592872,0.026329037746333772
4,176.40793042182924,2.3120269790952874,1.0991439819335938,0.05856472207779855,"(100, 80)",0.4,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.4, 'model__epochs': 150}",0.6466675369834579,0.6631051997826191,0.5997647907797335,0.5280268264593342,0.5557524147410814,0.5986635172423923,0.05155431694922794,45,0.7285057089724034,0.698089550428881,0.6946224324688755,0.7118419593287878,0.7579850034371554,0.7182089309272206,0.023194009101166976,0.7652148669593055,0.752714677436588,0.7026274994561944,0.5383332889558547,0.5576969418489733,0.6633177536838101,0.09664053380185611,56,0.8344842175153525,0.8242763994213468,0.8154650287737557,0.7274191727521304,0.7606836286384928,0.7924656894202157,0.04134633309724523,0.8527517069557491,0.8167824266079436,0.7867852456881693,0.7280039676608934,0.7678819674004601,0.7904412166882981,0.042419731375725175,65,0.8995466491812338,0.859647558037578,0.8576365502135438,0.8818728799915914,0.9372590688444479,0.887192541253679,0.02939340970478277
5,235.9717472076416,1.4593517404447856,1.204686212539673,0.03664863675493318,"(100, 80)",0.4,200,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.4, 'model__epochs': 200}",0.6836301047817889,0.7114366923883985,0.6152509151858528,0.5831079466279008,0.5588787286841271,0.6304610684002936,0.05827813770703512,41,0.7733419254994034,0.7444201133450838,0.7298527815127843,0.7606910469741182,0.753822064138421,0.7524255862939622,0.014706327544337741,0.6845138107141359,0.7535843859211366,0.6143726212504614,0.721777530278488,0.5596648219041421,0.6667827585965139,0.07084402214052025,55,0.774376926972718,0.8006398875321431,0.7301458813098921,0.8713319136193944,0.7551164859022879,0.786322219067287,0.04838163392762744,0.9405803281455019,0.8218262876581126,0.8979333017769624,0.7728623609592272,0.7765115867729131,0.8419429535809773,0.06681669851548593,54,0.9633047938829101,0.8764712794952052,0.9621108909557828,0.8881731523371301,0.9511536851547518,0.9282427603651561,0.037913498012728135
6,179.9565984725952,0.6641931051341264,1.3814197540283204,0.037963597457736226,"(100, 80)",0.6,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.6, 'model__epochs': 150}",0.1676973955354628,0.3809647047895429,0.47083862566056484,0.3524491933951886,0.2951633992882042,0.33342237444097944,0.10043323566153235,63,0.19825947753523454,0.35858591271571877,0.4935846049429141,0.5698763190322569,0.3734491540892985,0.3987510936630846,0.12706498783189563,0.47276759373077687,0.6387159941006847,0.6852562179570872,0.5849577170339136,0.5507675703087177,0.5864928400751693,0.0730665585181409,61,0.5353271697107148,0.6302202325510464,0.7201689388290518,0.7217185086675455,0.6326752655201369,0.648022023055699,0.0691214961204092,0.8680305677733777,0.8923863249627781,0.9132805661425409,0.7546129657059202,0.8625193871402478,0.8581660173176988,0.05486000289330212,46,0.891567910312831,0.8845258966548022,0.9242464895895351,0.8483025916885544,0.8955285496067716,0.8888342875704989,0.02436263734776516
7,241.46875772476196,1.7917903820764955,1.4668286800384522,0.03489552522582132,"(100, 80)",0.6,200,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.6, 'model__epochs': 200}",0.30296188014232545,0.267860988183891,0.4554279479380673,0.4742138385855354,0.08490385748581192,0.3170736235621886,0.14167462644824333,64,0.35622820594977167,0.30550873959857083,0.5251886857412561,0.6859774960686974,0.10214720933420576,0.3950100673385003,0.19843975978091744,0.5958444393030088,0.6128111848799057,0.7074358204201665,0.47564417889243477,0.5354125413385062,0.5854296820922926,0.07784368316155182,62,0.6141543641497783,0.6369705471195033,0.758626412432178,0.6892200490765621,0.5458127222372069,0.6489568190030457,0.07161303469897742,0.871788716055549,0.6144449197337363,0.7380315141616751,0.9684876688240716,0.6171206520080287,0.7619747676222234,0.14001976000170793,75,0.8867579634465923,0.6385223770412557,0.7664701095216501,0.994513835919648,0.6267313380581264,0.7825991247974545,0.14217589794302476
8,183.7520881652832,1.6991430707689494,1.6445418357849122,0.07586180803552955,"(100, 80)",0.8,150,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.8, 'model__epochs': 150}",0.003456275452219168,0.0025155393244530484,0.0020675673849217253,0.0034963345459755805,0.002188730130941263,0.002744890583757505,0.00061504784648345,73,0.0038718473074301294,0.0026122104800051327,0.002236099394431846,0.004127384107398879,0.002366814765602292,0.003042871210973656,0.000794578043681238,0.46015024964118406,0.4872026074215578,0.4658813733590275,0.4385324962300149,0.47297119312093155,0.4649475968550013,0.016008163250754086,98,0.5019359236537151,0.5013061052400025,0.4976143386868075,0.5020636920536994,0.5011834073828011,0.5008206934034051,0.0016393096599755517,0.9423379673281562,0.9276820104550404,0.9105130666776926,0.9358262148449037,0.9152086919855575,0.9263136243092004,0.012017645281050366,32,0.9534507692797758,0.9306737170706846,0.9185485029400415,0.9561902893125355,0.9234671124554997,0.9364660782117074,0.01549895671432535
9,246.898033618927,2.0166974382789498,1.7154253482818604,0.04249674891299774,"(100, 80)",0.8,200,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.8, 'model__epochs': 200}",0.0025607270592056474,0.002138722484523136,0.002281227550697287,0.0031776978419948503,0.00182677020262544,0.0023970290982090726,0.0004564133328589137,77,0.0028031387257563046,0.0022487336079155423,0.002455986143067656,0.003504882493888611,0.001968789505315732,0.0025963060951887692,0.0005296346293021851,0.46661162821991464,0.47998409383954654,0.47302420418229063,0.4594181082013921,0.47278244752024484,0.47036409854785094,0.006919024564822233,95,0.5014015693628782,0.5011243668039578,0.5012279930715339,0.4947506458395428,0.5009843947526579,0.4998977939661141,0.0025771723317113368,0.9238029790533014,0.9152277161724212,0.9192206437815501,0.9295667689305565,0.8984862561093808,0.9172608840700809,0.010532745657063577,35,0.9356346956327845,0.9194387283789379,0.926252443216713,0.9476488653804188,0.9079579422700064,0.9273865349757722,0.013568479620032138
