,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__architecture,param_model__dropout_rate,params,split0_test_AVG_PREC,split1_test_AVG_PREC,split2_test_AVG_PREC,split3_test_AVG_PREC,split4_test_AVG_PREC,mean_test_AVG_PREC,std_test_AVG_PREC,rank_test_AVG_PREC,split0_train_AVG_PREC,split1_train_AVG_PREC,split2_train_AVG_PREC,split3_train_AVG_PREC,split4_train_AVG_PREC,mean_train_AVG_PREC,std_train_AVG_PREC,split0_test_AU_PRC,split1_test_AU_PRC,split2_test_AU_PRC,split3_test_AU_PRC,split4_test_AU_PRC,mean_test_AU_PRC,std_test_AU_PRC,rank_test_AU_PRC,split0_train_AU_PRC,split1_train_AU_PRC,split2_train_AU_PRC,split3_train_AU_PRC,split4_train_AU_PRC,mean_train_AU_PRC,std_train_AU_PRC,split0_test_AU_ROC,split1_test_AU_ROC,split2_test_AU_ROC,split3_test_AU_ROC,split4_test_AU_ROC,mean_test_AU_ROC,std_test_AU_ROC,rank_test_AU_ROC,split0_train_AU_ROC,split1_train_AU_ROC,split2_train_AU_ROC,split3_train_AU_ROC,split4_train_AU_ROC,mean_train_AU_ROC,std_train_AU_ROC
0,210.66108012199402,0.7420315103363864,0.6235194206237793,0.025231293531646617,"(100, 80)",0.2,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.2}",0.6777765071788944,0.7260391462624692,0.6376404780058269,0.5591546701840461,0.7044403230598766,0.6610103253689246,0.058850170486193995,14,0.8355338930560037,0.8080590576906328,0.8140904599372799,0.841906635064773,0.8404967540656128,0.8280173599628604,0.014124007106206492,0.6842900909355798,0.7266114460424283,0.6786097183128174,0.5765574535301863,0.7261255417960569,0.6784389111340207,0.0547880845419544,25,0.8471315634474924,0.8097209254732562,0.8813239572798682,0.8920424443186784,0.883449222368231,0.8627336225775052,0.03061866735916026,0.8910009581717269,0.8639481929726848,0.8327802354323488,0.8174952080401843,0.881751365660093,0.8573952672188833,0.028154633560309,39,0.9731738617606958,0.9569255879481458,0.9583814756391862,0.9788997413707659,0.9739785879905171,0.9682718509418622,0.008900627172616502
1,211.69312796592712,1.4730429203518864,0.6578691005706787,0.041553257470317295,"(100, 80)",0.4,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.4}",0.6443404092689556,0.6707638633437574,0.6784717038129581,0.5672669118865269,0.6643278719921575,0.6450341768647465,0.04049824384234917,17,0.7386899886286358,0.7781523620984997,0.7769852080651792,0.8204353361674364,0.7585235895886424,0.7745572969096786,0.027081939761439733,0.7332090791863045,0.6841182983194251,0.6777494654989371,0.5669367106338931,0.7502288977329525,0.682448595422303,0.0640915358453028,22,0.8424602381512991,0.7974762293009439,0.776942089712202,0.8204165531083213,0.8356421537368592,0.814587452801925,0.024348052640124795,0.8348844516816988,0.8513915707160956,0.9647587265640465,0.9103298014030383,0.8180251914020233,0.8758778398607445,0.0542470074008309,33,0.9059599116695519,0.9161136894413268,0.9902309288267316,0.9794108055954832,0.8842099764118014,0.935185062388979,0.041957716489610976
2,211.324768781662,0.8149155356280288,0.7845514297485352,0.04560217767500174,"(100, 80)",0.6,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.6}",0.11240102081964208,0.0062478975039700875,0.017117592347250146,0.22603728317506705,0.002613279027091459,0.0728834272094595,0.08660910294925762,36,0.2148490981919982,0.006901448866829739,0.010393430967686959,0.29138388019385364,0.013484461179172624,0.10740246387990826,0.12142959976084919,0.44511496166364894,0.4750515030745835,0.09195307080340287,0.5989411381658075,0.4521103177018775,0.4126343280764321,0.16973834895911277,57,0.5817353336858184,0.5016990708122465,0.09803541614490506,0.6342972717706048,0.5067422305895863,0.46450186460063225,0.18975758487204053,0.88006745851745,0.9681631148821914,0.9368814796980408,0.8337985313797098,0.927425120737575,0.9092671415490204,0.04713623779127682,28,0.9064371666241197,0.9733127320259685,0.94702876145393,0.857731685838868,0.9400857474677257,0.9249192186821225,0.03979079900826832
3,214.57417325973512,1.4172183487270997,0.8846764087677002,0.044700990527610125,"(100, 80)",0.8,"{'model__architecture': (100, 80), 'model__dropout_rate': 0.8}",0.0031277883373113814,0.004223674535729418,0.003291243678786925,0.0033871773911384835,0.0031935461256463985,0.0034446861616692745,0.00039929236607191344,40,0.0033654074038962888,0.00449996335793088,0.0035040903877458884,0.0038257601181287335,0.003471831219349591,0.0037334104974102765,0.0004129332751576856,0.4738326613985845,0.48104404826082187,0.46651825413512565,0.4595212672752334,0.0016597437380210893,0.3765154997989775,0.18756532350564623,59,0.0016827037019481444,0.49700705473641327,0.4860081624435298,0.5019128800590643,0.0017418759132137467,0.2976705353708339,0.24170379106349846,0.9368900645180287,0.955426027857759,0.9431145448883632,0.9312302979062105,0.9410413789014219,0.9415404674860751,0.008043154286142242,17,0.9464179912719396,0.959742747433359,0.9477560094781987,0.9527220046226806,0.9478740398866375,0.9509025585385631,0.004912094533534444
4,240.77170052528382,2.910535754167909,1.079948902130127,0.06712541447631577,"(100, 80, 40)",0.2,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.2}",0.6746953936627434,0.7465245707908187,0.6756615564385362,0.6108836591923061,0.6652614933824037,0.6746054081600782,0.0431769785724711,10,0.7963789272847793,0.7744625105946835,0.7681782599117079,0.8156368819639779,0.7342368267991642,0.7777786813108626,0.027489163976228314,0.6743727676320772,0.7464232463985547,0.7432515890281332,0.6104147686385794,0.6646282266992471,0.6878181519952041,0.05141446628923237,20,0.7963380614354529,0.7747084350684866,0.8193886484694064,0.815609166816249,0.7341772445401945,0.788044311265958,0.03127485091794371,0.9520935372676135,0.9692840925332022,0.7689426878591098,0.9411113326852649,0.9847570740898507,0.9232378506127074,0.07856704837770452,23,0.9898759210248269,0.9635256088489947,0.8220427247680019,0.9934603741198015,0.9871015571179684,0.9512012371759188,0.06542814419278373
5,244.44469919204712,0.540897831252353,1.200237226486206,0.042434736310780694,"(100, 80, 40)",0.4,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.4}",0.6966899261197179,0.6234408090496162,0.7054671587434093,0.658305316338576,0.6799930213005325,0.6727792447645214,0.029448394832360357,11,0.7601374742314343,0.6355825671856852,0.7696547144086352,0.8028716287870286,0.765913520888293,0.7468319811002152,0.05758279721063361,0.6965005212555325,0.6232110259199088,0.716389622273136,0.6576154837380631,0.685637759991853,0.6758708710189074,0.032462484811670266,26,0.7601839841259617,0.6356181802249521,0.7806212065807445,0.802807010111151,0.7710994248642197,0.7500659611814059,0.05892082282569177,0.9527739411268031,0.9050482542259013,0.8870098156392972,0.9671632846937388,0.9007813432074051,0.9225553715229516,0.031455103300101886,24,0.977396163045229,0.884604284897572,0.8979610409566254,0.9930887955005873,0.9188096223898728,0.9343719813579773,0.04322848986826494
6,244.79782490730287,2.080534074876315,1.3044562816619873,0.06325907324981256,"(100, 80, 40)",0.6,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.6}",0.16697235397911478,0.2819499763844584,0.3178275727903791,0.2115529166992868,0.5854852803883153,0.3127572915562407,0.14618537723956754,32,0.14748000787188098,0.2564103767334425,0.36342668922325455,0.2599178746140869,0.654483944936766,0.33634377867588616,0.1731164006743904,0.5834861769895572,0.6409749881922291,0.5183060559992914,0.6057764583496434,0.584966276703464,0.5867020399955158,0.04000185563795904,31,0.5634645817652589,0.6282051883667213,0.56828369518489,0.6299589373070434,0.654607754483989,0.6089040314215806,0.036385242404258264,0.5833333333333334,0.6408450704225352,0.5633771590738276,0.6056338028169014,0.9870130746457482,0.6760402632648839,0.15759893708540676,57,0.5739430832117863,0.6280701754385964,0.5754393386380737,0.6298245614035087,0.9912911258327413,0.6797136569049413,0.15766866390045237
7,247.4217221736908,1.3134283981297832,1.5145219802856444,0.05949414448190179,"(100, 80, 40)",0.8,"{'model__architecture': (100, 80, 40), 'model__dropout_rate': 0.8}",0.0013357110780217864,0.0008655158962356154,0.0009432959557846628,0.0009406342383206387,0.0009373679763413603,0.0010045055622904821,0.00016813662446421888,55,0.0013451555454511007,0.0008642596781921507,0.0009503769828698717,0.0009637592698424507,0.0009420335363938957,0.001013117002549894,0.000169607459738729,0.4937295483590684,0.5004327579481178,0.5004716479778923,0.49343072953144157,0.5004686839881707,0.4977066682336201,0.003370654797304201,46,0.5006725777727256,0.5004321298390961,0.5004751884914349,0.5004818796349212,0.5004710167681969,0.5005065585012749,8.48037298693626e-05,0.8615371421792064,0.7911364018612995,0.8083723229666779,0.8015035361655679,0.8071593121515143,0.8139418168230987,0.024564815952664368,50,0.8656745134265601,0.7900952441627114,0.8091322152935809,0.8117850326059535,0.8074401204853051,0.8168254251948224,0.025586758214383058
8,227.09770822525024,1.7847784736589611,1.6139582633972167,0.09186167315426233,"(100, 40)",0.2,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.2}",0.7327714714405972,0.7197955331986182,0.6719574376804023,0.5756287042834333,0.6447323799807879,0.6689772871074154,0.05650283648488987,12,0.8217917371731448,0.8055753124949478,0.7833417427850039,0.8613514919266683,0.7961856593787872,0.8136491887517104,0.026946296368830728,0.7328907147228007,0.734793772408341,0.6854888271766899,0.5754074899686744,0.6743022356146967,0.6805767698361173,0.057966023183003416,24,0.8221761046216913,0.8300571831249572,0.8000179438533994,0.8613419654863769,0.8369266850915691,0.8301039764355987,0.019951862123569395,0.8860391491299158,0.859653432990467,0.8223259313687699,0.8130875812759599,0.8326250737045126,0.8427463391496981,0.02668033687678864,40,0.9712052027387463,0.9390287096072931,0.9178746268979678,0.9748472708734499,0.9412726682830267,0.9488456956800967,0.021396076880863712
9,226.77528047561646,1.8304069200182995,1.701448631286621,0.0524553315462912,"(100, 40)",0.4,"{'model__architecture': (100, 40), 'model__dropout_rate': 0.4}",0.6186197271703058,0.713379821149529,0.667497144644042,0.5559321951304842,0.633063094436559,0.6376984347419133,0.05231983909421174,19,0.7420573566004888,0.7746635027106192,0.7525377318819645,0.7948675148107979,0.7470686463367859,0.7622389504681313,0.019751157991481985,0.6719594464229488,0.713906491855476,0.742774412519242,0.5620460410338668,0.651308089550133,0.6683989499031312,0.06199727996235591,28,0.7907575805690493,0.7757306147176567,0.8557505997195001,0.8001290819930142,0.7637220038930133,0.7972179761784467,0.03181184096837331,0.8651764392254666,0.924588482543264,0.8890562060886569,0.8339546621953673,0.8300867455633364,0.8685725572805868,0.03535095680785404,37,0.9152032165598952,0.9361428075652132,0.9317348384429026,0.9342136759691196,0.8800884974347428,0.9194766071943746,0.02104705548130926
