loss,train_history,test_history
0.06115972399795085,0.007358352180434111,0.03274854844066205
0.0018464068096762988,0.05934489030857212,0.33123329543179464
0.0013309280436627706,0.11666942698739616,0.4929267431874884
0.0011354181691253908,0.14527705566052154,0.46710755177590785
0.0010081663458405682,0.3043286480079217,0.574028124774596
0.0009280247964523145,0.3772549718735072,0.686482800660335
0.0008654461308130547,0.43208711135971895,0.7099882103270367
0.0008266370647090536,0.48507727359527525,0.749236898043837
0.0007842666867401011,0.47896825140863025,0.7281687412884432
0.000768647448147703,0.48720573122371197,0.7300228527879042
0.000744522456046471,0.55541989677095,0.7150164099059054
0.0007172877463220207,0.5624921931981339,0.7115372706780005
0.0006940715623070398,0.5549014390653889,0.7029487550215703
0.0006767840354669337,0.62065146187574,0.7742134271499992
0.0006501781185036181,0.6278685606240925,0.7396784400415326
0.0006305986690688281,0.5603015886295439,0.638509055237768
0.0006145603066221632,0.664486656380187,0.7249391973957287
0.0006109754688179684,0.6442404623821355,0.7366075013491662
0.0005904274310465047,0.663051590072739,0.749840341590046
0.0005792017875214341,0.701603456273851,0.7217487666352119
0.0005535766049549279,0.6724635714649613,0.7147878797367523
0.0005568387924481698,0.6850038402972686,0.8160988807193973
0.0005599977113030503,0.7136858282914279,0.7923948095247016
0.0005263457182528815,0.7376008804433523,0.819940371969276
0.0005283748071523057,0.7354302297931463,0.7397515574360585
0.00048825758905409367,0.766159000024766,0.7559681421250056
0.00048056603327228123,0.7339754429681602,0.8090640401639784
0.00047227189510872387,0.7852175754308733,0.8258889139413638
0.0004638765059777436,0.6993974314568496,0.6980023665157261
0.000471449223306407,0.7803941849212883,0.7306747414837826
0.00046552834126602926,0.7851255216499405,0.7027480727029847
0.00042994394830278077,0.800697192364461,0.758089738665
0.00043562427159382264,0.7642289406069656,0.7755624515230098
0.0004187087897306748,0.8172222246562413,0.8477343362897212
0.0003874153207949346,0.8186479464352523,0.7782039705154603
0.0004109147218268158,0.8299130686011852,0.7432773478295864
0.00038967704764251017,0.8357607604380366,0.7301442267056236
0.00037303830121072505,0.822751487539288,0.7630080050750551
0.00037185522631445983,0.8337018155927037,0.755537104124175
0.00037405437813347274,0.8317153452630709,0.7632970467164938
0.00036567734174612274,0.8359906043806514,0.7404854453417173
0.000346887196540487,0.8545750383873353,0.8441508668498917
0.0003488770761584195,0.8297901800957665,0.7143762486557599
0.0003429181664229312,0.8560553495551402,0.7829045168637727
0.00032318490165734554,0.8655687903359788,0.8314210411628719
0.00031454972442922197,0.8623296496873838,0.6696151865577913
0.00030973172661752856,0.8502488901778039,0.8200990412356323
0.0003036692283045722,0.8424356635769089,0.6134185836348502
0.00028468203206053714,0.8789691253924296,0.705763652140775
0.00029165921074270876,0.879480243381706,0.7854463209463084
0.00030149201455262066,0.8834182588369158,0.7159762696110205
0.00027487625329030454,0.8915130511923746,0.7715860463872776
0.00028351241626806167,0.8995678780374978,0.7358198607774237
0.0002658556232572391,0.8746032151480221,0.6828525641694702
0.0002543058155674778,0.8983802681728437,0.7397704285127904
0.0002495329341350762,0.8492785386627836,0.728430547047862
0.000276481316895531,0.8987314760615229,0.7837863852714052
0.00024126925977889938,0.8919504684394226,0.8115277282595041
0.00023539706150978878,0.8554406293082631,0.5987980439600395
0.0002403526668705667,0.8999728236804125,0.6132399586635017
0.000225856583980558,0.9163119235601191,0.6752329468465562
0.00024105749638408028,0.9161842998877917,0.6786931011177489
0.00021137363185369602,0.9094790518586956,0.8237796454487422
0.00022978080871027945,0.8952564858511121,0.7719850145640412
0.00021379429040243287,0.9224052060381015,0.7036064693553356
0.00023905615865472233,0.9194769582702209,0.6616280481163372
0.00020453847540945528,0.9289569402916926,0.8468932905426537
0.00020380717850587338,0.9179003030063001,0.699379389741226
0.00019316096689893898,0.9229326442673104,0.7462873819801539
0.00021561051198750518,0.9220249837282534,0.7214556751746259
0.00020783743866851484,0.9452252203883281,0.7131666886058787
0.00018267046556555267,0.9478568307462328,0.6290394444454923
0.00016775214443210404,0.9297880639231769,0.707650887663744
