mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__architecture,params,split0_test_AVG_PREC,split1_test_AVG_PREC,split2_test_AVG_PREC,split3_test_AVG_PREC,split4_test_AVG_PREC,mean_test_AVG_PREC,std_test_AVG_PREC,rank_test_AVG_PREC,split0_train_AVG_PREC,split1_train_AVG_PREC,split2_train_AVG_PREC,split3_train_AVG_PREC,split4_train_AVG_PREC,mean_train_AVG_PREC,std_train_AVG_PREC,split0_test_AU_PRC,split1_test_AU_PRC,split2_test_AU_PRC,split3_test_AU_PRC,split4_test_AU_PRC,mean_test_AU_PRC,std_test_AU_PRC,rank_test_AU_PRC,split0_train_AU_PRC,split1_train_AU_PRC,split2_train_AU_PRC,split3_train_AU_PRC,split4_train_AU_PRC,mean_train_AU_PRC,std_train_AU_PRC,split0_test_AU_ROC,split1_test_AU_ROC,split2_test_AU_ROC,split3_test_AU_ROC,split4_test_AU_ROC,mean_test_AU_ROC,std_test_AU_ROC,rank_test_AU_ROC,split0_train_AU_ROC,split1_train_AU_ROC,split2_train_AU_ROC,split3_train_AU_ROC,split4_train_AU_ROC,mean_train_AU_ROC,std_train_AU_ROC
103.7366473197937,0.5386039197655585,0.39300360679626467,0.059109743653088846,"(2,)","{'model__architecture': (2,)}",0.32337847995642915,0.6117567584178352,0.15805585240826503,0.49914940982393724,0.508390350939964,0.4201461683479899,0.16049820816745855,8,0.472267966341956,0.5659931742420701,0.1612170706708175,0.5565951876366403,0.5180547172765009,0.45482562323359693,0.15048149682975193,0.3611875730755032,0.6327692836607898,0.23681438697501855,0.5575081880516951,0.5692563006971394,0.471507085988936,0.14846384909615323,10,0.5167741733841784,0.5863815342208764,0.23679294323343242,0.6189159681700175,0.6053263134742761,0.5128381864965561,0.1424300822944973,0.855687452820519,0.9248541189288662,0.5424197017420467,0.8445255080424957,0.8501195854371513,0.8035215033391554,0.13376814237974013,7,0.9065765580646622,0.9105663470625085,0.5330023447816639,0.874896406806631,0.8525371787627437,0.8155157670956419,0.14285458304570334
109.07151079177856,0.5072157126518777,0.4698833465576172,0.02274511401987429,"(5,)","{'model__architecture': (5,)}",0.5749502390803038,0.5941310452455251,0.5628691110648286,0.6244184690595667,0.33849314804958663,0.5389725320249981,0.1023726169798875,3,0.610349408027205,0.6263562182300364,0.5558793793162555,0.6873260862809195,0.32413126313376417,0.5608084709976361,0.1255371779617665,0.5736919150344371,0.5926921857724292,0.5607576561523256,0.6241075730007334,0.33703775246784956,0.5376575459998414,0.10255016242122664,5,0.6111141804646381,0.6273837297879163,0.5569207715689309,0.6874075569510355,0.32409347507963326,0.5613839427704308,0.1257280443757152,0.9655119055102236,0.9642287460562813,0.9452142710600371,0.9711239107273428,0.7772413816866521,0.9246641665682366,0.07422685041958114,1,0.9506031958322099,0.9804833461029697,0.951929065425654,0.9733810904828564,0.7456660524283827,0.9204125500544145,0.08815358311403709
122.07940826416015,0.602456693280379,0.4716789722442627,0.031194383286418884,"(10,)","{'model__architecture': (10,)}",0.3833600327835476,0.56718261433312,0.5248192977640894,0.3699958906621062,0.4646573995118973,0.46200299391629324,0.07702692715156276,6,0.3093453014230325,0.6167874401146874,0.5441136491304802,0.42000582999995334,0.48224453615576346,0.47449935136478344,0.10525914936371054,0.5547322734172423,0.5669233314170258,0.6060596239766705,0.4462082150094626,0.5582124367380848,0.5464272139217682,0.053343767666912165,4,0.4983172283642103,0.6166479416853232,0.6412314344832374,0.48945715596865536,0.5674768657708172,0.5626261252544487,0.06100821790314223,0.945193193073302,0.8195743184996415,0.9254064390214769,0.9656297211625666,0.9512295427355526,0.9214065876102588,0.0525294642256954,2,0.9436156620543829,0.8726768767872601,0.9576750345511829,0.9776655466955443,0.9538687869176142,0.941100381401197,0.035952371938148056
124.58059372901917,0.6370433084753576,0.5876611232757568,0.027098823502541437,"(20,)","{'model__architecture': (20,)}",0.4365451323632122,0.7453559883328402,0.5877659918058985,0.5295637607979226,0.5517809135951897,0.5702022634703657,0.10083903760588935,1,0.528406805893833,0.7435446150424267,0.6542960567587356,0.6398587131238843,0.6575514496346199,0.6447315280906999,0.0686659188678671,0.4350455998272116,0.7446764732673752,0.5790661422094876,0.528916310675977,0.5507555481869134,0.5676919248502552,0.10083503688495545,1,0.528196113324731,0.7420488787127631,0.653953631110906,0.6397048268491503,0.657161559782371,0.6442130019559843,0.06828564399250417,0.7721404491741432,0.9113691511630753,0.9540989758823473,0.9007579415311272,0.9008345353611532,0.8878399988095262,0.0611000363774167,5,0.7552978079351144,0.9539113613997086,0.9710137247540978,0.925880064330719,0.914841410148751,0.9041888737136781,0.07705896476053085
127.86441073417663,0.27271379801707674,0.5630980014801026,0.041445550882029725,"(40,)","{'model__architecture': (40,)}",0.49256597717595635,0.4323020657030519,0.5962724349861228,0.34624676261678045,0.5016170960690686,0.4738008632663501,0.08260419486631602,5,0.5457825449082289,0.41177080145236067,0.7323127436984137,0.460648038577878,0.5576883249112876,0.5416404907096337,0.10959608674169036,0.49159066715424615,0.431753893246735,0.5969757547741589,0.3458902443648592,0.49995346063433943,0.47323279918134953,0.0828249447653198,9,0.5455679383439902,0.4115485319409495,0.7321015196348821,0.4604881703251596,0.5574702892528681,0.5414352898995699,0.1095908912358134,0.7990270904368005,0.632300451298309,0.9015979612115061,0.6495445000102652,0.7666696385359855,0.7498279088066366,0.09960698859075591,12,0.8177980804907167,0.688240227875138,0.9468190960284817,0.6952149500921894,0.7538817141320988,0.7803908137237249,0.09544324736372205
164.98877816200257,0.6235350592258605,0.7063428401947022,0.039819987454608484,"(80,)","{'model__architecture': (80,)}",0.2258928150127741,0.6518673417217801,0.30183183049345885,0.4825229971488972,0.5193377193604362,0.43629033163685194,0.1535280471769034,7,0.4059279383530829,0.7110004311235081,0.3421304571380559,0.5476901553282425,0.5084831963575996,0.5030464356600979,0.1269593942682185,0.2250839475332611,0.6515546397501201,0.30144202252554103,0.48178161083964044,0.5184421423830953,0.435660663453496,0.15358883400586518,11,0.40581450425655013,0.7108118752969457,0.3419994157240461,0.5471914313182714,0.5082558825156419,0.5028146218222911,0.12691124403469048,0.49496740403983774,0.8406689198681156,0.5629530216373622,0.8429069160280378,0.7292847428392665,0.694155944241038,0.14263058598007416,13,0.5747811815947128,0.9096903287748247,0.6022174006521325,0.8810882988881075,0.702633373959167,0.734082116773789,0.1387106170654737
151.34432973861695,0.39984689795325284,0.7691948413848877,0.043227206040603615,"(100,)","{'model__architecture': (100,)}",0.015273668048322473,0.5738286398340307,0.6059723703491371,0.4556038371316958,0.04256591944124573,0.3386484675847731,0.2579483698397206,10,0.06374892617607125,0.6430278755465039,0.6844914013865263,0.5844708574236114,0.05555318532095595,0.4062584491707337,0.2847946470193183,0.014898061902734792,0.5735130492555257,0.6053333882150881,0.45470469313234,0.042457999254775676,0.3381810193178862,0.2577958981607396,19,0.06360883550001079,0.6429130709369276,0.6843807495400488,0.5842393219527592,0.055376108099005054,0.4061036172057503,0.284802271831619,0.10469342751957542,0.7750251835927521,0.825623629548306,0.7958691518959737,0.1578390303493899,0.5318094619750384,0.3278690836219334,22,0.13165172508628684,0.8590386615409291,0.8779846273669512,0.8274270850783284,0.13837437695989918,0.566895295206479,0.35300659351263264
255.5063199043274,0.9408213787792925,1.0360097885131836,0.014451730327023935,"(100, 80)","{'model__architecture': (100, 80)}",0.014229878174738052,0.028488417345078593,0.042620215590851086,0.0592028052640528,0.02850393212697333,0.03460900193230471,0.01522548983961569,20,0.06415123267432327,0.04933703854442372,0.07235716743742948,0.06384157340490315,0.04060516877764981,0.058058436167745885,0.011451636394780133,0.014077793028368323,0.028352902897895008,0.04246762484765049,0.05885580105553576,0.028368230103333635,0.03442442273473881,0.015159897117552574,26,0.06393570119187372,0.04910082532015702,0.0721340681433135,0.06357376387841533,0.04038072747684631,0.05782501720212117,0.011450347191427145,0.13388213015392472,0.09424546381275824,0.15641037954791118,0.18051385486912075,0.16497176795931498,0.14600464182275,0.029949578530245265,27,0.16813515213537783,0.1629072276141569,0.17485361041698771,0.1373334288288552,0.1548033822761295,0.15960656025430145,0.01292491180119266
213.52890000343322,0.4179489165152324,1.0205373764038086,0.0158948899667236,"(100, 40)","{'model__architecture': (100, 40)}",0.01438535506169283,0.01660289647987178,0.01441827260732009,0.059634665023529786,0.04273742732334844,0.029555679184527898,0.018469197334321646,23,0.0586030647051747,0.05488328838455823,0.010030896341178857,0.06033276693027589,0.04997010915868859,0.046764025103975246,0.01870720595555124,0.014194188701943252,0.015936570473365348,0.014272268380209549,0.05927132266141523,0.0426085340764476,0.029256532589964232,0.01848234470724135,28,0.05842004271879079,0.05460318806884919,0.00973735510041976,0.06013663739410723,0.04983682953341912,0.04654681056311722,0.018742051594843802,0.12406639133386904,0.11390869387224484,0.11785270812668434,0.18934421898915382,0.14172338701792728,0.13737902882214784,0.02767167318903222,28,0.15657570787064307,0.17791361690308655,0.1289054572427072,0.14708667796786423,0.12398544837807608,0.14689338167247543,0.01951603766618462
183.56047449111938,0.6555231953937071,0.9697062015533447,0.060278102590125573,"(100, 10)","{'model__architecture': (100, 10)}",0.0144187435892971,0.00045165394402035624,0.00044894939518296266,0.029089080003543325,0.0005793290012377899,0.0089975535266967,0.011402060855491109,25,0.025164437665633768,0.017989485355359974,0.01798556621398663,0.011525638942940663,0.000607841799041103,0.014654593995392429,0.008243485879926146,0.5072093717946485,0.5002258269720101,0.00022447469759148133,0.49342864063435016,0.4862102214715478,0.3974600354912354,0.1987400095597846,15,0.5108225819028798,0.50899474267768,0.5089927831069933,0.5057628194714704,0.5003039208995206,0.5069753696117087,0.0037128795554343696,0.6634500737033394,0.5995836030314923,0.5971657339734768,0.8009195710228673,0.6805968016081976,0.6683430766325374,0.07422215513782124,15,0.6669232128989017,0.6069017509211183,0.6034128203900464,0.8222927321335859,0.7014707718653562,0.6802002576418017,0.0801098840428721
