negative_perc,np_ratio,positive_sample_perc,mean_test_AU_PRC,mean_train_AU_PRC,mean_test_AU_ROC,mean_train_AU_ROC,mean_test_AVG_PREC,mean_train_AVG_PREC,std_test_AU_PRC,std_train_AU_PRC,std_test_AU_ROC,std_train_AU_ROC,std_test_AVG_PREC,std_train_AVG_PREC
0.5,0.5,0.75,0.5701718108106306,0.04523396286508789,0.9794314469385604,0.9906214423499546,0.5819813514645679,0.04595612061645144,0.16583020906609094,0.012005411914148487,0.005697297478528355,0.0024192897505004047,0.1549334257052047,0.012196836163051426
0.5,0.5,1.0,0.6354610353100323,0.04443489022159608,0.9844361892717883,0.9905211738846713,0.6416573596978591,0.04525113278778301,0.0960242168835039,0.006716578589074985,0.0028670051097963163,0.0008495278489144871,0.09005969283649906,0.006750807158187855
0.5,0.5,1.25,0.623804037144373,0.03763997242780821,0.9791724628517231,0.9901451788078062,0.6260916679972719,0.03803726630752625,0.06451275401446938,0.0036210654009980027,0.005467962513172989,0.0006473315063205946,0.06426643111775075,0.0036681342007854572
0.5,0.5,1.5,0.4877565612209419,0.033992622287995086,0.9793579407735272,0.9876918319264071,0.49144043179551666,0.03459234506345052,0.20596363995012779,0.007224468561385802,0.0021721244043189014,0.0030859248048671355,0.20377871051086652,0.007457761195732883
0.5,1.0,0.25,0.5425734726758072,0.04522871653892944,0.9782164875118559,0.9883067269976922,0.5528839056234919,0.04546222766513138,0.11248107378741581,0.006706110326722332,0.006245690609002766,0.001361776800988082,0.10349310024249166,0.007102344913042804
0.5,1.0,0.5,0.5232202799409033,0.04685152448108332,0.9812361681947517,0.990418737328753,0.5301841188986105,0.04756301677053923,0.15917947659240608,0.0034531646287170106,0.0035572843203019976,0.0008135059136618923,0.15298007109371695,0.003551530024814345
0.5,1.0,0.75,0.3257439004677477,0.046090374893987526,0.9771390557487617,0.9898569232551349,0.3371777595750061,0.046853695706926504,0.21670805757351447,0.0075224852821565765,0.005300355301230248,0.0019113470527408385,0.22107955993344414,0.007868471124937118
0.5,1.0,1.0,0.46036415765867156,0.045213757870606955,0.9789327115607545,0.9906837672248102,0.47828135852523135,0.04576861063662645,0.13551475973037397,0.004435206052732635,0.0022106219847697235,0.0005544390946983928,0.13050366258635704,0.004483415079658727
0.5,1.0,1.25,0.5828273538537408,0.035686234968759126,0.9770452629360312,0.9865705073038885,0.5846586102778546,0.03636725188711096,0.038389294716278166,0.008313869866053937,0.002396069161209035,0.00342074588729522,0.03849835869159029,0.008511539248762547
0.5,1.0,1.5,0.4067337669049948,0.0374368552853593,0.9789643271156077,0.9892916964144431,0.4245870986517484,0.03796219176957298,0.10375671349305546,0.002536441704627078,0.0034896528070789043,0.0009802726057125768,0.09873031037461351,0.002543857435450816
0.5,1.5,0.25,0.23849034514955667,0.07179433688809456,0.9695526398988303,0.9900068888703396,0.24529158440750107,0.0727264608036786,0.20837692725518547,0.020632249362212765,0.007711813114997484,0.0007248409186556633,0.2090848475074532,0.020850584832412793
0.5,1.5,0.5,0.4466378416184261,0.041716565241311,0.9801725682369058,0.9883267892806483,0.4634325178470021,0.042306279505128726,0.10028616842236036,0.008714521844894858,0.003504370361054397,0.00343695779727936,0.09691781735369011,0.0087727263361713
0.5,1.5,0.75,0.2690567025531386,0.03266817975136123,0.9737150911581832,0.9872088198728768,0.2798284606279803,0.033239880344674864,0.20853014760183014,0.007098394956923896,0.00917842706784209,0.003698604350451262,0.21128147785339493,0.007210183046297058
0.5,1.5,1.0,0.2987006835428585,0.0340933534699837,0.9827329012540836,0.9889602843476638,0.31663893086603423,0.034487776673510794,0.22735841787789618,0.0033026144318442337,0.0026846129917895384,0.0011930312552610868,0.23769851494803987,0.003306941317019896
0.5,1.5,1.25,0.4328783884820869,0.03040880573245589,0.9845666034355569,0.9871769189904216,0.4482235403062512,0.030710441534483778,0.18507531736603444,0.0029866044886773593,0.0011981238030904092,0.0018154540849050149,0.17739064281153571,0.0030386294660525895
0.5,1.5,1.5,0.4056960568751675,0.02746519514217932,0.9822009695436822,0.9850904882347697,0.4183427858355637,0.027825760624985006,0.14964321395307167,0.0049980720192263715,0.0031445401140571083,0.00382090071118301,0.1462457165506889,0.005097026987435011
0.5,3.0,0.25,0.441683084699378,0.07810179945615993,0.9779094214353462,0.9883286258011627,0.4531647886059441,0.07905750163627193,0.1354163311714332,0.023158460255190652,0.005798349515389022,0.0011164759617785522,0.12760690033725955,0.02337460886097447
0.5,3.0,0.5,0.46737840102211115,0.06895525958352303,0.9817396459057856,0.9899722626991012,0.49099062264015886,0.06983593188227698,0.07559052676827203,0.005657122567728083,0.0024894396355803474,0.0002164343754759352,0.07272397510124819,0.005918822631516517
0.5,3.0,0.75,0.3498896991054921,0.05687619215649774,0.9848450837812204,0.9862823141711535,0.37334556152775455,0.057709913047372385,0.09904424896631496,0.00844436697910967,0.0031601655883257015,0.0013217508083455385,0.10667015723984595,0.008496120754862975
0.5,3.0,1.0,0.39383010913422883,0.0511326095421882,0.9877194646432711,0.9864855431762252,0.4196729506313723,0.05174169903622476,0.053834889101653995,0.007909744599987402,0.001247843172453369,0.001157258172836491,0.05770160867418541,0.007963574596368041
0.5,3.0,1.25,0.40253431292585085,0.047001860367260936,0.9842391189798715,0.985611020969342,0.4265896392940058,0.047485562940366634,0.05364801574200234,0.0043821384902362984,0.003207701330354304,0.0005442374867509177,0.05242370737932174,0.004398770918489871
0.5,3.0,1.5,0.4849214841763903,0.042871398088692024,0.987492359574244,0.9839734256340561,0.5040668154088749,0.043510109567778746,0.13443226242067358,0.005228019525961391,0.0011513187736900982,0.0015708327103877641,0.1270180513594638,0.005329365845184585
0.5,5.0,0.25,0.24756002974607522,0.06126893597117444,0.9662754241753608,0.9874725690149176,0.26433179437112886,0.062002176086545124,0.1509424136487566,0.01258006185376213,0.01706804466894605,0.0008080437781821435,0.15605610903420966,0.012800380143297813
0.5,5.0,0.5,0.2771186873408287,0.05766949696982032,0.9862590894720202,0.9850151906073503,0.29433729192820357,0.058487118128587014,0.07183583105071087,0.02258267292911504,0.0023006503534000362,0.001448179118401309,0.07584690441194109,0.02319854545718033
0.5,5.0,0.75,0.29380068220089417,0.041915228598033,0.9776646643481927,0.9835948991138064,0.3108207848148396,0.04233712938655879,0.14776471458007626,0.005724117034863124,0.012609452327035201,0.001563243012808216,0.15108539468913165,0.00573760803360009
0.5,5.0,1.0,0.4018439274500591,0.04772691125329849,0.9783401833702182,0.9832000305960766,0.41885660327694546,0.04820113533200866,0.13896402233658198,0.008132605834374692,0.0055986542680157726,0.0012583416412367899,0.13487900798330718,0.008156323505511993
0.5,5.0,1.25,0.3423267572997363,0.042058253678558734,0.9813887132469175,0.9814681751438818,0.36069881316131275,0.04260508695524791,0.1676440461158117,0.0035382512521597146,0.004320580387623455,0.0011073369573743805,0.17555489025455098,0.0035186953449675073
0.5,5.0,1.5,0.3299145299129568,0.04424752117547107,0.979267572979239,0.978441482535108,0.35023743009251407,0.04483265962810674,0.10263388732759732,0.0061586990627360136,0.007789373894559256,0.005883978820670743,0.10371711689187572,0.006190783268100693
1.0,0.5,0.25,0.22004665968956663,0.03352936187543386,0.9789350827273685,0.9850164636304571,0.22857301175498587,0.033601699588615246,0.09579077111174557,0.0020647314428193023,0.011055101051449898,0.0026391660372275974,0.09648394004548984,0.0022689146559128864
1.0,0.5,0.5,0.378833719605559,0.0380792713663369,0.9757456001686162,0.988400709088187,0.3977635249047168,0.038211973843335904,0.10287089230675531,0.009678221811680472,0.005952679335948255,0.0025841544422134815,0.09361230409904774,0.009980649338940774
1.0,0.5,0.75,0.46612302119584725,0.06228674273477945,0.9809489935715039,0.9936478159871269,0.4872979826861106,0.06307728591819953,0.15330493430963704,0.010198911806406289,0.001139739047187008,0.0006033151435014144,0.1541494011829982,0.010417404343648578
1.0,0.5,1.0,0.47891075629285085,0.04784287823309978,0.9793537253662136,0.9922195063950541,0.48539983498534484,0.048649996656875374,0.20908990113247916,0.006791934627634281,0.0064538703589460365,0.0004830197056661129,0.20846294313198116,0.007201203525679183
1.0,0.5,1.25,0.5496814753598339,0.043236977823347775,0.9841716724628518,0.9918042594860665,0.5611513236802677,0.04387499521621398,0.06588412675756791,0.0015052960214528143,0.0009190925555579012,0.00033868936333961776,0.05553447272438139,0.001536469318319866
1.0,0.5,1.5,0.4492770628079529,0.04865859463256268,0.9750079038887133,0.9918683696283693,0.4732726781023893,0.049471158133546446,0.09963656247169339,0.010955159901635703,0.0060439479057760575,0.0006729739319628439,0.09527062023103766,0.011323946038668075
1.0,1.0,0.25,0.3092511939673602,0.04258511336334273,0.9700774581093897,0.9885801131479888,0.3237800682707381,0.043030533520996346,0.23796371816816253,0.012448588564862266,0.009504581228838163,0.0013154014909678366,0.24275588836089287,0.012646041958658311
1.0,1.0,0.5,0.38739141800783516,0.06182352321826627,0.9726501738855516,0.9910407860683467,0.39821736129657725,0.0626844243079111,0.1943121563165811,0.013893117195858876,0.007426042472229732,0.0009543706630917148,0.19483996785362895,0.014224745233151415
1.0,1.0,0.75,0.3533164801309273,0.07827304379991032,0.9777560859943092,0.9934112140771546,0.363978062774725,0.07921990562525139,0.18681065651322906,0.01958292069639315,0.0035582817160265483,0.0007025237234345188,0.18154151859064668,0.019850716422467864
1.0,1.0,1.0,0.3994425222503135,0.0437065098093812,0.9788320687111393,0.9910463202542683,0.4117799386133606,0.04425630529365217,0.18244961751461988,0.008924027419227674,0.0036262665667710563,0.0015394567878278362,0.18355177776997073,0.008987685722665565
1.0,1.0,1.25,0.1436077710382236,0.04966788963279216,0.9717789018863947,0.9909578975467339,0.1572809882137869,0.05071994069991191,0.08649033737810191,0.017455726976010257,0.0037754111584666493,0.0016979090191562415,0.09575523831455571,0.017768070178688353
1.0,1.0,1.5,0.386811914613345,0.038084538359838674,0.9796827905996418,0.9887003680187825,0.40152231747152156,0.03870886037655813,0.1289332070479031,0.00737848317416423,0.0039017790690551563,0.0028857834542822267,0.1220007264683649,0.007428382155966807
1.0,1.5,0.25,0.289775372596214,0.08282458745145674,0.9718023500895774,0.9906537979244238,0.30350434910913837,0.08398160387537058,0.1938803599417293,0.010648051105082282,0.006297542977935774,0.0007702823309542707,0.19418281819203578,0.010877922855428858
1.0,1.5,0.5,0.4363632439317323,0.06319386533366611,0.9769691221414268,0.9923563326136449,0.44702471254943055,0.06440810959220684,0.20613276918591655,0.0131318322773867,0.007841285755161367,0.001001808143975497,0.20588888651553205,0.0133800453073433
1.0,1.5,0.75,0.4315877182928247,0.05701805722984519,0.9823308567815365,0.9916919359558168,0.4470966420868951,0.05811851474682543,0.13722051659483567,0.006197250313118596,0.00296626015695284,0.0016562453365068616,0.13231416742119817,0.006011010656769334
1.0,1.5,1.0,0.2955599211423529,0.0334806608224716,0.9784368742754769,0.9880299667348698,0.30967175545173403,0.033996791618018884,0.1681531184990161,0.006201505314910927,0.00616367266536232,0.002350183867260521,0.1657379355142433,0.006219263882744234
1.0,1.5,1.25,0.35710098173419397,0.043888345979074136,0.9794799241226684,0.9901664422450432,0.3675298490514566,0.0447191286292821,0.21518424935950328,0.007357829325135401,0.005760342333323905,0.001816661129596559,0.21634362702552992,0.007471664776978292
1.0,1.5,1.5,0.39727464184836736,0.040240837720556616,0.9861937506586573,0.9900901106800534,0.42303161579845894,0.040718457175652346,0.14185877380176715,0.007509854946402572,0.0036670052289156287,0.0009116662489713422,0.1483592000970054,0.007565849096458701
1.0,3.0,0.25,0.19267401724894864,0.1023097955941015,0.9733209505743494,0.9910801458468729,0.20610939378970433,0.10316417867718815,0.12210131285542397,0.03721956831155871,0.013046643435039241,0.0014610228338169289,0.12703273578130436,0.03753407208713126
1.0,3.0,0.5,0.4420670770742617,0.06994799494700712,0.9750434713879228,0.9894128099888574,0.4646312061707659,0.07116098359959142,0.13895757588788343,0.028701489028751324,0.011805409540892355,0.0033884636302090815,0.13264066884697714,0.02912799509822229
1.0,3.0,0.75,0.42032973806318025,0.07510042394407537,0.97903335441037,0.9909775137275757,0.4470445760731354,0.07605379357011458,0.07994602065163704,0.011095502018018052,0.009839798473595897,0.0008141064517823052,0.08406909608397851,0.011242070514745243
1.0,3.0,1.0,0.45092077577864814,0.061779569382827935,0.9835846769944145,0.9894136291789403,0.4720372528835405,0.06251012257543931,0.09251944854072565,0.006934559079994887,0.0022562468956682097,0.0010684989680978787,0.08621679067814034,0.00702751204767943
1.0,3.0,1.25,0.5062922268914688,0.05918295812219454,0.979639582674676,0.9880200923590576,0.5257963443361987,0.060018914320829855,0.06360208821613161,0.007180883717508092,0.005225138420832251,0.001239256094744442,0.04954030823090062,0.0076538526952596745
1.0,3.0,1.5,0.3940372822542767,0.0616041742325026,0.985579618505638,0.9880647375027498,0.42111145627684143,0.06245934043889804,0.07655687143717375,0.012548770131457554,0.0011529604990733692,0.0005737775657983478,0.08146150999739644,0.0129304121873712
1.0,5.0,0.25,0.18603168970051204,0.08259668576296766,0.9762788491938034,0.9908266132449745,0.20028783113509935,0.08313939139015578,0.13698772494129502,0.0203942412793869,0.00836987462671076,0.0003259886818500065,0.14760080716355034,0.0204004653134078
1.0,5.0,0.5,0.30257288587325826,0.04796421324072457,0.9841716724628518,0.9868656201733355,0.31538652310895915,0.048584324595057425,0.2183240615493311,0.012441355751229465,0.004320879775830408,0.00197989834944589,0.2176603978179482,0.012537893299153594
1.0,5.0,0.75,0.4870002116687707,0.0773648016317921,0.9734505743492464,0.9865470013302204,0.5141378011976768,0.07806784544766451,0.01312327499869033,0.016527911100600597,0.009800837705955983,0.005703355330823592,0.015703424237952516,0.01645664884658154
1.0,5.0,1.0,0.3949940305684632,0.05292679505947704,0.9859514964695965,0.9867477538672643,0.42268074301513536,0.05347551046961192,0.09974084155532417,0.004730577578687403,0.001973974734269094,0.0008836013699132188,0.1040095222440881,0.004775619037396733
1.0,5.0,1.25,0.36349324183588594,0.058841635211572506,0.9830962166719359,0.9866414292364996,0.3864748227314157,0.05947663121341247,0.0777782559475925,0.004385895415564578,0.0022782598750970685,0.0009191740105322634,0.08299425183246144,0.0044969173662332915
1.0,5.0,1.5,0.29107040204821866,0.0477384086604203,0.9829536832121404,0.9850081148207973,0.31126501964095654,0.04829502238608562,0.04242282492725915,0.004974066150265467,0.002894102557137257,0.0011909983571429742,0.04347585794317999,0.005090522738105569
